00001010,11011111
00001011,01111101
00001100,10110010
00001101,11100111
00001110,01011110
00001111,00111000
00010000,11010010
00010001,01001111
00010010,10110001
00010011,01010110
00010100,10010111
00010101,11101010
00010110,11110000
00010111,00010011
00011000,11111100
00011001,10000001
00011010,10011111
00011011,10100010
00011100,10111001
00011101,11100100
00011110,00011110
00011111,00100111
00100000,00110000
00100001,10000100
00100010,10101000
00100011,10001111
00100100,01110001
00100101,11100001
00100110,11001101
00100111,00101010
00101000,01011111
00101001,10001010
00101010,01110111
00101011,11010101
00101100,11011110
00101101,00101111
00101110,00110010
00101111,10010100
00110000,10111110
00110001,10000111
00110010,00011001
00110011,00111010
00110100,00111111
00110101,00000010
00110110,01011100
00110111,10111011
00111000,01010000
00111001,00101001
00111010,00110111
00111011,01001010
00111100,00010001
00111101,01001100
00111110,01110010
00111111,11101111
01000000,00101000
01000001,10011000
01000010,10110000
01000011,01010011
01000100,01001101
01000101,11011101
01000110,11110001
01000111,00010110
01001000,11100011
01001001,10110110
01001010,10101011
01001011,11101001
01001100,01100110
01001101,11110011
01001110,00001110
01001111,10001100
01010000,00000110
01010001,00111011
01010010,00100101
01010011,10000010
01010100,10000011
01010101,10111010
01010110,01000000
01010111,00000111
01011000,01001000
01011001,00010101
01011010,11101011
01011011,01110110
01011100,00101101
01011101,01010100
01011110,01001110
01011111,00110011
01100000,10000000
01100001,00110100
01100010,00011100
01100011,11111011
01100100,11100101
01100101,01110101
01100110,01011001
01100111,01111010
01101000,00101011
01101001,11011010
01101010,01100011
01101011,01000001
01101100,10001110
01101101,01011011
01101110,11100110
01101111,00100100
01110000,11101110
01110001,10010011
01110010,10001101
01110011,01101010
01110100,01001011
01110101,11010110
01110110,11101000
01110111,11001111
01111000,11100000
01111001,10111101
01111010,00100011
01111011,00011010
01111100,10000101
01111101,11111000
01111110,10100110
01111111,10011011
10000000,11111110
10000001,10101010
10000010,11000110
10000011,01100001
10000100,01111111
10000101,00001111
10000110,01000011
10000111,00000100
10001000,01010001
10001001,10100100
10001010,01111001
10001011,11011011
10001100,00010000
10001101,11000001
10001110,00111100
10001111,01011010
10010000,01110000
10010001,00001001
10010010,00010111
10010011,11110100
10010100,00110001
10010101,01101100
10010110,01010010
10010111,10110101
10011000,10011110
10011001,10100111
10011010,00111001
10011011,01100100
10011100,00011111
10011101,00100010
10011110,01111100
10011111,00000001
10100000,10010010
10100001,01000010
10100010,00101110
10100011,11001001
10100100,11010111
10100101,11000111
10100110,10001011
10100111,10101100
10101000,11111001
10101001,00001100
10101010,11010001
10101011,01110011
10101100,10111100
10101101,01101001
10101110,10010000
10101111,00110110
10110000,11011100
10110001,10100001
10110010,10111111
10110011,01011000
10110100,10011001
10110101,11000100
10110110,00111110
10110111,00011101
10111000,11110010
10111001,01101111
10111010,10010001
10111011,11001100
10111100,10110111
10111101,11001010
10111110,11010000
10111111,10101001
11000000,10101110
11000001,11111010
11000010,00010010
11000011,11110101
11000100,00001011
11000101,01111011
11000110,01010111
11000111,10110100
11001000,11000101
11001001,00010100
11001010,11101101
11001011,10101111
11001100,10100000
11001101,01010101
11001110,10001000
11001111,00001010
11010000,11000000
11010001,10011101
11010010,00000011
11010011,01000100
11010100,10100101
11010101,11011000
11010110,10000110
11010111,00100001
11011000,11001110
11011001,10110011
11011010,10101101
11011011,11010100
11011100,01101011
11011101,11110110
11011110,11001000
11011111,10010101
11100000,01000110
11100001,10010110
11100010,01111110
11100011,01011101
11100100,11000011
11100101,11010011
11100110,11111111
11100111,00011000
11101000,01101101
11101001,10111000
11101010,01000101
11101011,01100111
11101100,00001000
11101101,11111101
11101110,00100000
11101111,11100010
11110000,01101000
11110001,00110101
11110010,11001011
11110011,11101100
11110100,00001101
11110101,01110100
11110110,01101110
11110111,10001001
11111000,00100110
11111001,00011011
11111010,00000101
11111011,01111000
11111100,10100011
11111101,10011010
11111110,01100000
