00001010,00100100
00001011,11000011
00001100,10011000
00001101,01001000
00001110,10000001
00001111,10100110
00010000,10010000
00010001,01100101
00010010,10011011
00010011,11000110
00010100,00010101
00010101,11000000
00010110,11011110
00010111,10100011
00011000,11010110
00011001,10101011
00011010,10110101
00011011,11111010
00011100,10010111
00011101,11101110
00011110,00110000
00011111,10111111
00100000,01011011
00100001,10001110
00100010,00110110
00100011,01010100
00100100,00011110
00100101,11001011
00100110,01110111
00100111,11010001
00101000,01110101
00101001,00000101
00101010,11001100
00101011,01101011
00101100,11110000
00101101,10100000
00101110,01101001
00101111,00101110
00110000,11111000
00110001,10001101
00110010,00110111
00110011,01001110
00110100,10111001
00110101,00101000
00110110,01110110
00110111,00001011
00111000,01111110
00111001,00000011
00111010,00011001
00111011,01010010
00111100,00111011
00111101,01100110
00111110,01011000
00111111,00010011
01000000,01100111
01000001,10110010
01000010,00001010
01000011,11101000
01000100,00000010
01000101,11110011
01000110,01001111
01000111,01001101
01001000,11101001
01001001,11011101
01001010,01110000
01001011,01010011
01001100,01001100
01001101,10011100
01001110,11110101
01001111,00010010
01010000,11000100
01010001,00010001
01010010,00001111
01010011,01110010
01010100,01100001
01010101,10010100
01010110,01001010
01010111,00110011
01011000,01100010
01011001,00111111
01011010,11000001
01011011,01101110
01011100,00000111
01011101,01111010
01011110,01100100
01011111,00101011
01100000,11001111
01100001,00011010
01100010,10000010
01100011,00000000
01100100,10001010
01100101,01011111
01100110,11100111
01100111,10100101
01101000,00000001
01101001,01110001
01101010,00011000
01101011,11111111
01101100,10100100
01101101,11110100
01101110,01011001
01101111,10111010
01110000,00101100
01110001,10111101
01110010,10100111
01110011,11011010
01110100,10001001
01110101,11111100
01110110,11000010
01110111,10011111
01111000,11101010
01111001,10010011
01111010,00101001
01111011,11100110
01111100,10101111
01111101,11010010
01111110,10001100
01111111,10000011
10000000,01010101
10000001,10000000
10000010,00111000
10000011,10011010
10000100,11010000
10000101,00100101
10000110,01111001
10000111,11011111
10001000,01111011
10001001,11101011
10001010,10100010
10001011,10000101
10001100,00111110
10001101,10101110
10001110,11000111
10001111,00100000
10010000,11110110
10010001,00100011
10010010,00111001
10010011,01000000
10010100,10110111
10010101,01000110
10010110,01111000
10010111,11100101
10011000,10110000
10011001,10101101
10011010,00010111
10011011,01011100
10011100,00110101
10011101,00001000
10011110,01010110
10011111,00011101
10100000,11111001
10100001,01101000
10100010,01010000
10100011,00110010
10100100,10111000
10100101,11001101
10100110,11010101
10100111,01110011
10101000,11010111
10101001,01000011
10101010,00101010
10101011,01101101
10101100,10010110
10101101,00100110
10101110,01101111
10101111,11001000
10110000,01011110
10110001,10001011
10110010,10010101
10110011,10101000
10110100,00011011
10110101,11001110
10110110,00010000
10110111,00001101
10111000,11011000
10111001,01000101
10111010,10111011
10111011,00110100
10111100,10011001
10111101,11100000
10111110,11111110
10111111,10110001
11000000,00100001
11000001,11010100
11000010,11101100
11000011,00001110
11000100,10000100
11000101,01010001
11000110,01001001
11000111,01001011
11001000,11101111
11001001,01111111
11001010,00010110
11001011,11110001
11001100,10101010
11001101,00111010
11001110,01010111
11001111,01110100
11010000,01000010
11010001,10110011
11010010,00001001
11010011,00010100
11010100,00100111
11010101,11110010
11010110,10101100
11010111,10010001
11011000,11100100
11011001,10011101
11011010,10000111
11011011,10001000
11011100,01000001
11011101,11011100
11011110,11100010
11011111,00101101
11100000,11001001
11100001,10111100
11100010,00000100
11100011,10000110
11100100,01101100
11100101,11111101
11100110,10100001
11100111,11100011
11101000,01000111
11101001,11010011
11101010,10111110
11101011,01011101
11101100,00100010
11101101,10010010
11101110,11111011
11101111,00011100
11110000,11001010
11110001,00011111
11110010,11100001
11110011,01111100
11110100,10001111
11110101,01011010
11110110,01000100
11110111,00111101
11111000,00001100
11111001,00110001
11111010,00101111
11111011,01100000
11111100,10101001
11111101,10110100
11111110,01101010
